image_path,text_prompt
./dataset/00000437.jpg,football field
./dataset/00000438.jpg,football field
./dataset/00000439.jpg,football field
./dataset/00000440.jpg,football field
./dataset/00000441.jpg,football field
./dataset/00000442.jpg,football field
./dataset/00000443.jpg,football field
./dataset/00000444.jpg,football field
./dataset/00000445.jpg,football field
./dataset/00000446.jpg,football field
./dataset/00000447.jpg,football field
./dataset/00000448.jpg,football field
./dataset/00000449.jpg,football field
./dataset/00000450.jpg,football field
./dataset/00000451.jpg,football field
./dataset/00000452.jpg,football field
./dataset/00000453.jpg,football field
./dataset/00000454.jpg,football field
./dataset/00000455.jpg,football field
./dataset/00000456.jpg,football field
./dataset/00000457.jpg,football field
./dataset/00000458.jpg,football field
./dataset/00000459.jpg,football field
./dataset/00000460.jpg,football field
./dataset/00000461.jpg,football field
./dataset/00000462.jpg,football field
./dataset/00000463.jpg,football field
./dataset/00000464.jpg,football field
./dataset/00000465.jpg,football field
./dataset/00000466.jpg,football field
./dataset/00000467.jpg,football field
./dataset/00000468.jpg,football field
./dataset/00000469.jpg,football field
./dataset/00000470.jpg,football field
./dataset/00000471.jpg,football field
./dataset/00000472.jpg,football field
./dataset/00000473.jpg,football field
./dataset/00000474.jpg,football field
./dataset/00000475.jpg,football field
./dataset/00000476.jpg,football field
./dataset/00000477.jpg,football field
./dataset/00000478.jpg,football field
./dataset/00000479.jpg,football field
./dataset/00000480.jpg,football field
./dataset/00000481.jpg,football field
./dataset/00000482.jpg,football field
./dataset/00000483.jpg,football field
./dataset/00000484.jpg,football field
./dataset/00000485.jpg,football field
./dataset/00000486.jpg,football field
./dataset/00000487.jpg,football field
./dataset/00000488.jpg,football field
./dataset/00000489.jpg,football field
./dataset/00000490.jpg,football field
./dataset/00000491.jpg,football field
./dataset/00000492.jpg,football field
./dataset/00000493.jpg,football field
./dataset/00000494.jpg,football field
./dataset/00000495.jpg,football field
./dataset/00000496.jpg,football field
./dataset/00000497.jpg,football field
./dataset/00000498.jpg,football field
./dataset/00000499.jpg,football field
./dataset/00000500.jpg,football field
./dataset/00000501.jpg,football field
./dataset/00000502.jpg,football field
./dataset/00000503.jpg,football field
./dataset/00000504.jpg,football field
./dataset/00000505.jpg,football field
./dataset/00000506.jpg,football field
./dataset/00000507.jpg,football field
./dataset/00000508.jpg,football field
./dataset/00000509.jpg,football field
./dataset/00000510.jpg,football field
./dataset/00000511.jpg,football field
./dataset/00000512.jpg,football field
./dataset/00000513.jpg,football field
./dataset/00000514.jpg,football field
./dataset/00000515.jpg,football field
./dataset/00000516.jpg,football field
./dataset/00000517.jpg,football field
./dataset/00000518.jpg,football field
./dataset/00000519.jpg,football field
./dataset/00000520.jpg,football field
./dataset/00000521.jpg,football field
./dataset/00000522.jpg,football field
./dataset/00000523.jpg,football field
./dataset/00000524.jpg,football field
./dataset/00000525.jpg,football field
./dataset/00000526.jpg,football field
./dataset/00000527.jpg,football field
./dataset/00000528.jpg,football field
./dataset/00000529.jpg,football field
./dataset/00000530.jpg,football field
./dataset/00000531.jpg,football field
./dataset/00000532.jpg,football field
./dataset/00000533.jpg,football field
./dataset/00000534.jpg,football field
./dataset/00000535.jpg,football field
./dataset/00000536.jpg,football field
./dataset/00000537.jpg,football field
./dataset/00000538.jpg,football field
./dataset/00000539.jpg,football field
./dataset/00000540.jpg,football field
./dataset/00000541.jpg,football field
./dataset/00000542.jpg,football field
./dataset/00000543.jpg,football field
./dataset/00000544.jpg,football field
./dataset/00000545.jpg,football field
./dataset/00000546.jpg,football field
./dataset/00000547.jpg,football field
./dataset/00000548.jpg,football field
./dataset/00000549.jpg,football field
./dataset/00000550.jpg,football field
./dataset/00000551.jpg,football field
./dataset/00000552.jpg,football field
./dataset/00000553.jpg,football field
./dataset/00000554.jpg,football field
./dataset/00000555.jpg,football field
./dataset/00000556.jpg,football field
./dataset/00000557.jpg,football field
./dataset/00000558.jpg,football field
./dataset/00000559.jpg,football field
./dataset/00000560.jpg,football field
./dataset/00000561.jpg,football field
./dataset/00000562.jpg,football field
./dataset/00000563.jpg,football field
./dataset/00000564.jpg,football field
./dataset/00000565.jpg,football field
./dataset/00000566.jpg,football field
./dataset/00000567.jpg,football field
./dataset/00000568.jpg,football field
./dataset/00000569.jpg,football field
./dataset/00000570.jpg,football field
./dataset/00000571.jpg,football field
./dataset/00000572.jpg,football field
./dataset/00000573.jpg,football field
./dataset/00000574.jpg,football field
./dataset/00000575.jpg,football field
./dataset/00000576.jpg,football field
./dataset/00000577.jpg,football field
./dataset/00000578.jpg,football field
./dataset/00000579.jpg,football field
./dataset/00000580.jpg,football field
./dataset/00000581.jpg,football field
./dataset/00000582.jpg,football field
./dataset/00000583.jpg,football field
./dataset/00000584.jpg,football field
./dataset/00000585.jpg,football field
./dataset/00000586.jpg,football field
./dataset/00000587.jpg,football field
./dataset/00000588.jpg,football field
./dataset/00000589.jpg,football field
./dataset/00000590.jpg,football field
./dataset/00000591.jpg,football field
./dataset/00000592.jpg,football field
./dataset/00000593.jpg,football field
./dataset/00000594.jpg,football field
./dataset/00000595.jpg,football field
./dataset/00000596.jpg,football field
./dataset/00000597.jpg,football field
./dataset/00000598.jpg,football field
./dataset/00000599.jpg,football field
./dataset/00000600.jpg,football field
./dataset/00000601.jpg,football field
./dataset/00000602.jpg,football field
./dataset/00000603.jpg,football field
./dataset/00000604.jpg,football field
./dataset/00000605.jpg,football field
./dataset/00000606.jpg,football field
./dataset/00000607.jpg,football field
./dataset/00000608.jpg,football field
./dataset/00000609.jpg,football field
./dataset/00000610.jpg,football field
./dataset/00000611.jpg,football field
./dataset/00000612.jpg,football field
./dataset/00000613.jpg,football field
./dataset/00000614.jpg,football field
./dataset/00000615.jpg,football field
./dataset/00000616.jpg,football field
./dataset/00000617.jpg,football field
./dataset/00000618.jpg,football field
./dataset/00000619.jpg,football field
./dataset/00000620.jpg,football field
./dataset/00000621.jpg,football field
./dataset/00000622.jpg,football field
./dataset/00000623.jpg,football field
./dataset/00000624.jpg,football field
./dataset/00000625.jpg,football field
./dataset/00000626.jpg,football field
./dataset/00000627.jpg,football field
./dataset/00000628.jpg,football field
./dataset/00000629.jpg,football field
./dataset/00000630.jpg,football field
./dataset/00000631.jpg,football field
./dataset/00000632.jpg,football field
./dataset/00000633.jpg,football field
./dataset/00000634.jpg,football field
./dataset/00000635.jpg,football field
./dataset/00000636.jpg,football field
./dataset/00000637.jpg,football field
./dataset/00000638.jpg,football field
./dataset/00000639.jpg,football field
./dataset/00000640.jpg,football field
./dataset/00000641.jpg,football field
./dataset/00000642.jpg,football field
./dataset/00000643.jpg,football field
./dataset/00000644.jpg,football field
./dataset/00000645.jpg,football field
./dataset/00000646.jpg,football field
./dataset/00000647.jpg,football field
./dataset/00000648.jpg,football field
./dataset/00000649.jpg,football field
./dataset/00000650.jpg,football field
./dataset/00000651.jpg,football field
./dataset/00000652.jpg,football field
./dataset/00000653.jpg,football field
./dataset/00000654.jpg,football field
./dataset/00000655.jpg,football field
./dataset/00000656.jpg,football field
./dataset/00000657.jpg,football field
./dataset/00000658.jpg,football field
./dataset/00000659.jpg,football field
./dataset/00000660.jpg,football field
./dataset/00000661.jpg,football field
./dataset/00000662.jpg,football field
./dataset/00000663.jpg,football field
./dataset/00000664.jpg,football field
./dataset/00000665.jpg,football field
./dataset/00000666.jpg,football field
./dataset/00000667.jpg,football field
./dataset/00000668.jpg,football field
./dataset/00000669.jpg,football field
./dataset/00000670.jpg,football field
./dataset/00000671.jpg,football field
./dataset/00000672.jpg,football field
./dataset/00000673.jpg,football field
./dataset/00000674.jpg,football field
./dataset/00000675.jpg,football field
./dataset/00000676.jpg,football field
./dataset/00000677.jpg,football field
./dataset/00000678.jpg,football field
./dataset/00000679.jpg,football field
./dataset/00000680.jpg,football field
./dataset/00000681.jpg,football field
./dataset/00000682.jpg,football field
./dataset/00000683.jpg,football field
./dataset/00000684.jpg,football field
./dataset/00000685.jpg,football field
./dataset/00000686.jpg,football field
./dataset/00000687.jpg,football field
./dataset/00000688.jpg,football field
./dataset/00000689.jpg,football field
./dataset/00000690.jpg,football field
./dataset/00000691.jpg,football field
./dataset/00000692.jpg,football field
./dataset/00000693.jpg,football field
./dataset/00000694.jpg,football field
./dataset/00000695.jpg,football field
./dataset/00000696.jpg,football field
./dataset/00000697.jpg,football field
./dataset/00000698.jpg,football field
./dataset/00000699.jpg,football field
./dataset/00000700.jpg,football field
./dataset/00000701.jpg,football field
./dataset/00000702.jpg,football field
./dataset/00000703.jpg,football field
./dataset/00000704.jpg,football field
./dataset/00000705.jpg,football field
./dataset/00000706.jpg,football field
./dataset/00000707.jpg,football field
./dataset/00000708.jpg,football field
./dataset/00000709.jpg,football field
./dataset/00000710.jpg,football field
./dataset/00000711.jpg,football field
./dataset/00000712.jpg,football field
./dataset/00000713.jpg,football field
./dataset/00000714.jpg,football field
./dataset/00000715.jpg,football field
./dataset/00000716.jpg,football field
./dataset/00000717.jpg,football field
./dataset/00000718.jpg,football field
./dataset/00000719.jpg,football field
./dataset/00000720.jpg,football field
./dataset/00000721.jpg,football field
./dataset/00000722.jpg,football field
./dataset/00000723.jpg,football field
./dataset/00000724.jpg,football field
./dataset/00000725.jpg,football field
./dataset/00000726.jpg,football field
./dataset/00000727.jpg,football field
./dataset/00000728.jpg,football field
./dataset/00000729.jpg,football field
./dataset/00000730.jpg,football field
./dataset/00000731.jpg,football field
./dataset/00000732.jpg,football field
./dataset/00000733.jpg,football field
./dataset/00000734.jpg,football field
./dataset/00000735.jpg,football field
./dataset/00000736.jpg,football field
./dataset/00000737.jpg,football field
./dataset/00000738.jpg,football field
./dataset/00000739.jpg,football field
./dataset/00000740.jpg,football field
./dataset/00000741.jpg,football field
./dataset/00000742.jpg,football field
./dataset/00000743.jpg,football field
./dataset/00000744.jpg,football field
./dataset/00000745.jpg,football field
./dataset/00000746.jpg,football field
./dataset/00000747.jpg,football field
./dataset/00000748.jpg,football field
./dataset/00000749.jpg,football field
./dataset/00000750.jpg,football field
./dataset/00000751.jpg,football field
./dataset/00000752.jpg,football field
./dataset/00000753.jpg,football field
./dataset/00000754.jpg,football field
./dataset/00000755.jpg,football field
./dataset/00000756.jpg,football field
./dataset/00000757.jpg,football field
./dataset/00000758.jpg,football field
./dataset/00000759.jpg,football field
./dataset/00000760.jpg,football field
./dataset/00000761.jpg,football field
./dataset/00000762.jpg,football field
./dataset/00000763.jpg,football field
./dataset/00000764.jpg,football field
./dataset/00000765.jpg,football field
./dataset/00000766.jpg,football field
./dataset/00000767.jpg,football field
./dataset/00000768.jpg,football field
./dataset/00000769.jpg,football field
./dataset/00000770.jpg,football field
./dataset/00000771.jpg,football field
./dataset/00000772.jpg,football field
./dataset/00000773.jpg,football field
./dataset/00000774.jpg,football field
./dataset/00000775.jpg,football field
./dataset/00000776.jpg,football field
./dataset/00000777.jpg,football field
./dataset/00000778.jpg,football field
./dataset/00000779.jpg,football field
./dataset/00000780.jpg,football field
./dataset/00000781.jpg,football field
./dataset/00000782.jpg,football field
./dataset/00000783.jpg,football field
./dataset/00000784.jpg,football field
./dataset/00000785.jpg,football field
./dataset/00000786.jpg,football field
./dataset/00000787.jpg,football field
./dataset/00000788.jpg,football field
./dataset/00000789.jpg,football field
./dataset/00000790.jpg,football field
./dataset/00000791.jpg,football field
./dataset/00000792.jpg,football field
./dataset/00000793.jpg,football field
./dataset/00000794.jpg,football field
./dataset/00000795.jpg,football field
./dataset/00000796.jpg,football field
./dataset/00000797.jpg,football field
./dataset/00000798.jpg,football field
./dataset/00000799.jpg,football field
./dataset/00000800.jpg,football field
./dataset/00000801.jpg,football field
./dataset/00000802.jpg,football field
./dataset/00000803.jpg,football field
./dataset/00000804.jpg,football field
./dataset/00000805.jpg,football field
./dataset/00000806.jpg,football field
./dataset/00000807.jpg,football field
./dataset/00000808.jpg,football field
./dataset/00000809.jpg,football field
./dataset/00000810.jpg,football field
./dataset/00000811.jpg,football field
./dataset/00000812.jpg,football field
./dataset/00000813.jpg,football field
./dataset/00000814.jpg,football field
./dataset/00000815.jpg,football field
./dataset/00000816.jpg,football field
./dataset/00000817.jpg,football field
./dataset/00000818.jpg,football field
./dataset/00000819.jpg,football field
./dataset/00000820.jpg,football field
./dataset/00000821.jpg,football field
./dataset/00000822.jpg,football field
./dataset/00000823.jpg,football field
./dataset/00000824.jpg,football field
./dataset/00000825.jpg,football field
./dataset/00000826.jpg,football field
./dataset/00000827.jpg,football field
./dataset/00000828.jpg,football field
./dataset/00000829.jpg,football field
./dataset/00000830.jpg,football field
./dataset/00000831.jpg,football field
./dataset/00000832.jpg,football field
./dataset/00000833.jpg,football field
./dataset/00000834.jpg,football field
./dataset/00000835.jpg,football field
./dataset/00000836.jpg,football field
./dataset/00000837.jpg,football field
./dataset/00000838.jpg,football field
./dataset/00000839.jpg,football field
./dataset/00000840.jpg,football field
./dataset/00000841.jpg,football field
./dataset/00000842.jpg,football field
./dataset/00000843.jpg,football field
./dataset/00000844.jpg,football field
./dataset/00000845.jpg,football field
./dataset/00000846.jpg,football field
./dataset/00000847.jpg,football field
./dataset/00000848.jpg,football field
./dataset/00000849.jpg,football field
./dataset/00000850.jpg,football field
./dataset/00000851.jpg,football field
./dataset/00000852.jpg,football field
./dataset/00000853.jpg,football field
./dataset/00000854.jpg,football field
./dataset/00000855.jpg,football field
./dataset/00000856.jpg,football field
./dataset/00000857.jpg,football field
./dataset/00000858.jpg,football field
./dataset/00000859.jpg,football field
./dataset/00000860.jpg,football field
./dataset/00000861.jpg,football field
./dataset/00000862.jpg,football field
./dataset/00000863.jpg,football field
./dataset/00000864.jpg,football field
./dataset/00000865.jpg,football field
./dataset/00000866.jpg,football field
./dataset/00000867.jpg,football field
./dataset/00000868.jpg,football field
./dataset/00000869.jpg,football field
./dataset/00000870.jpg,football field
./dataset/00000871.jpg,football field
./dataset/00000872.jpg,football field
./dataset/00000873.jpg,football field
