image_path,text_prompt
./dataset/00000188.jpg,a man in an orange jacket
./dataset/00000189.jpg,a football player is running with the ball
./dataset/00000190.jpg,a football player is running with the ball
./dataset/00000191.jpg,a soccer field
./dataset/00000192.jpg,a football game with the opposing running
./dataset/00000193.jpg,a football game with a player running the ball
./dataset/00000194.jpg,a football game is being played on a field
./dataset/00000195.jpg,a football player is running with the ball
./dataset/00000196.jpg,a football player is preparing to run the ball
./dataset/00000197.jpg,a football game with a player running for the ball
./dataset/00000198.jpg,a football player running with the ball
./dataset/00000199.jpg,a group of people standing on top of a field
./dataset/00000200.jpg,a football stadium filled with fans
./dataset/00000201.jpg,a view of a football field from a window
./dataset/00000202.jpg,the purdue football team is seen during a game
./dataset/00000203.jpg,a football player is running on the field
./dataset/00000204.jpg,the football field at stanford stadium
./dataset/00000205.jpg,a crowd of people at a football game
./dataset/00000206.jpg,a football player running with the ball
./dataset/00000207.jpg,a man in a black shirt
./dataset/00000208.jpg,a football field
./dataset/00000209.jpg,a football game is being played on the field
./dataset/00000210.jpg,penn state football players run onto the field
./dataset/00000211.jpg,a football player is about to throw the ball
./dataset/00000212.jpg,a stadium with a football field and a field
./dataset/00000213.jpg,a man in a green shirt is sitting in a stadium
./dataset/00000214.jpg,a group of young men playing a game of football
./dataset/00000215.jpg,a football game with a crowd of people watching
./dataset/00000216.jpg,the football players are playing on the field
./dataset/00000217.jpg,a man in a uniform
./dataset/00000218.jpg,a group of men on a field
./dataset/00000219.jpg,a football player is running with the ball
./dataset/00000220.jpg,the football field
./dataset/00000221.jpg,a football game is being played on the field
./dataset/00000222.jpg,a football stadium
./dataset/00000223.jpg,a boy wearing a helmet
./dataset/00000224.jpg,a football game is being played on the field
./dataset/00000225.jpg,a man in a green and yellow uniform
./dataset/00000226.jpg,a football game with a player running the ball
./dataset/00000227.jpg,a football game is being played on the field
./dataset/00000228.jpg,the football players are playing on the field
./dataset/00000229.jpg,three football players standing on the field
./dataset/00000230.jpg,a crowd of people standing around a field
./dataset/00000231.jpg,a group of people playing soccer on a field
./dataset/00000232.jpg,the football team is walking off the field
./dataset/00000233.jpg,a group of young men playing a game of football
./dataset/00000234.jpg,the green bay packers are the best team in the nfl
./dataset/00000235.jpg,a football player running with the ball
./dataset/00000236.jpg,a football player is diving for the ball
./dataset/00000237.jpg,a stadium filled with people
./dataset/00000238.jpg,a group of young men standing on a field
./dataset/00000239.jpg,a man in a white shirt
./dataset/00000240.jpg,a field with a baseball field and a baseball field
./dataset/00000241.jpg,a man sitting on a field
./dataset/00000242.jpg,a man running with a football
./dataset/00000243.jpg,the football players are on the field
./dataset/00000244.jpg,a football player running with the ball
./dataset/00000245.jpg,a football player running with the ball
./dataset/00000246.jpg,the view from the end zone at met stadium
./dataset/00000247.jpg,a football game with players on the field
./dataset/00000248.jpg,a football player running with the ball
./dataset/00000249.jpg,a group of football players on a field
./dataset/00000250.jpg,a football player is running with the ball
./dataset/00000251.jpg,a crowd of people
./dataset/00000252.jpg,a football game being played on a field
./dataset/00000253.jpg,the colts are getting ready for the super bowl game
./dataset/00000254.jpg,"person, the first player to score the game"
./dataset/00000255.jpg,a football team running on a field
./dataset/00000256.jpg,the football team is celebrating after the game
./dataset/00000257.jpg,a man running with a football
./dataset/00000258.jpg,the cheer team performs during the game
./dataset/00000259.jpg,the band is marching
./dataset/00000260.jpg,a large crowd of people
./dataset/00000261.jpg,a football player is hugging another player
./dataset/00000262.jpg,the bears are playing in the nfl game
./dataset/00000263.jpg,a football game is being played on the field
./dataset/00000264.jpg,a woman and a man sitting on a bench
./dataset/00000265.jpg,a football stadium
./dataset/00000266.jpg,the football team is running onto the field
./dataset/00000267.jpg,a group of young men playing football on a field
./dataset/00000268.jpg,a group of football players on a field
./dataset/00000269.jpg,madden's game for the xbox
./dataset/00000270.jpg,a stadium with a football field and a large window
./dataset/00000271.jpg,a group of people standing on a field
./dataset/00000272.jpg,a man throwing a football
./dataset/00000273.jpg,the broncos football game at broncos stadium
./dataset/00000274.jpg,a football game with a player running the ball
./dataset/00000275.jpg,a crowd of people watching a football game
./dataset/00000276.jpg,the new stadium is being built in the city of minneapolis
./dataset/00000277.jpg,two men standing in a stadium
./dataset/00000278.jpg,a football game is being played on the field
./dataset/00000279.jpg,the green bay packers celebrate after a touchdown
./dataset/00000280.jpg,a group of people playing a game of football
./dataset/00000281.jpg,two football players are walking on the field
./dataset/00000282.jpg,the football team is running for the ball
./dataset/00000283.jpg,a football game is being played in a stadium
./dataset/00000284.jpg,a football game is being played on the field
./dataset/00000285.jpg,a rainbow appears over a football field
./dataset/00000286.jpg,a football team running on a field
./dataset/00000287.jpg,a football game is being played on a field
./dataset/00000288.jpg,a football game
./dataset/00000289.jpg,a football player is throwing a ball
./dataset/00000290.jpg,a group of people playing a game of rugby
./dataset/00000291.jpg,a group of people playing football on a field
./dataset/00000292.jpg,a football field with a football field and a football field
./dataset/00000293.jpg,a football player running with the ball
./dataset/00000294.jpg,a football game with a player running the ball
./dataset/00000295.jpg,a football game is being played on the field
./dataset/00000296.jpg,a football player running with the ball
./dataset/00000297.jpg,a group of people playing soccer on a field
./dataset/00000298.jpg,a man and a woman are standing on a field
./dataset/00000299.jpg,a football game is being played on a field
./dataset/00000300.jpg,a group of people standing in the street
./dataset/00000301.jpg,a football player running with the ball
./dataset/00000302.jpg,a football game
./dataset/00000303.jpg,a group of people playing a game of football
./dataset/00000304.jpg,a football player is running with the ball
./dataset/00000305.jpg,a football player is tackled by another players
./dataset/00000306.jpg,a group of football players standing on a field
./dataset/00000307.jpg,the players are wearing helmets
./dataset/00000308.jpg,the usc football team hus before the game
./dataset/00000309.jpg,an aerial view of the football field at the university of michigan
./dataset/00000310.jpg,fans gather outside the stadium for the jets'game against the jets
./dataset/00000311.jpg,a football player is trying to get the ball
./dataset/00000312.jpg,the 49ers'defense is a big problem
./dataset/00000313.jpg,a group of young men posing for a picture
./dataset/00000314.jpg,a man running with a ball
./dataset/00000315.jpg,a group of men standing on top of a field
./dataset/00000316.jpg,a band playing on a football field
./dataset/00000317.jpg,a football player is trying to catch the ball
./dataset/00000318.jpg,a group of men playing a game of rugby
./dataset/00000319.jpg,a group of people running in a race
./dataset/00000320.jpg,a football stadium
./dataset/00000321.jpg,a football game with a player running the ball
./dataset/00000322.jpg,the ravens are the only team in the nfl draft lottery
./dataset/00000323.jpg,a football game is being played on the field
./dataset/00000324.jpg,a football player running with the ball
./dataset/00000325.jpg,a woman in a black and white uniform
./dataset/00000326.jpg,a group of people standing on a field
./dataset/00000327.jpg,the view from the upper of heinz stadium
./dataset/00000328.jpg,the football field at the university of wisconsin
./dataset/00000329.jpg,a man running with a football
./dataset/00000330.jpg,a football player running with the ball
./dataset/00000331.jpg,a crowd of people at a football game
./dataset/00000332.jpg,a football game is being played
./dataset/00000333.jpg,a man in a black and white uniform
./dataset/00000334.jpg,a football game with a player running for the ball
./dataset/00000335.jpg,the view from the end zone at soldier stadium
./dataset/00000336.jpg,a group of people standing on a field
./dataset/00000337.jpg,a man throwing a football
./dataset/00000338.jpg,the new stadium is being built in the heart of the city
./dataset/00000339.jpg,a football field
./dataset/00000340.jpg,the football field at the university of michigan
./dataset/00000341.jpg,a video game showing a football player running for the ball
./dataset/00000342.jpg,"lincoln field, section 2, row 2, seat 10"
./dataset/00000343.jpg,a football game is being played on the field
./dataset/00000344.jpg,a football stadium filled with fans
./dataset/00000345.jpg,a man in a purple uniform
./dataset/00000346.jpg,a football player running with the ball
./dataset/00000347.jpg,the band at the football game
./dataset/00000348.jpg,a football game is being played on a field
./dataset/00000349.jpg,a football game is being played on the field
./dataset/00000350.jpg,a group of young boys playing football on a field
./dataset/00000351.jpg,a football player running with the ball
./dataset/00000352.jpg,a group of young men playing a game of football
./dataset/00000353.jpg,a football player running with the ball
./dataset/00000354.jpg,a football player catching a ball in the air
./dataset/00000355.jpg,a man in a helmet and a football uniform
./dataset/00000356.jpg,a baseball game is being played in a stadium
./dataset/00000357.jpg,a football stadium
./dataset/00000358.jpg,a football game is being played on the field
./dataset/00000359.jpg,a football player is laying on the ground
./dataset/00000360.jpg,a football player is circled by a red arrow
./dataset/00000361.jpg,a football player is standing on the field
./dataset/00000362.jpg,a football player is tackled by a team
./dataset/00000363.jpg,a football game is being played on the field
./dataset/00000364.jpg,a football game with a player running for the ball
./dataset/00000365.jpg,the soccer players are sitting on the grass
./dataset/00000366.jpg,a football player throwing a ball
./dataset/00000367.jpg,a group of men standing on a field
./dataset/00000368.jpg,a group of people playing soccer on a field
./dataset/00000369.jpg,a football game is being played on a field
./dataset/00000370.jpg,a field with a soccer goal and a soccer goal
./dataset/00000371.jpg,the football team runs onto the field
./dataset/00000372.jpg,a group of people standing on a field
./dataset/00000373.jpg,a football player running with the ball
./dataset/00000374.jpg,a football player running with the ball
./dataset/00000375.jpg,a football player running with the ball
./dataset/00000376.jpg,a football player is getting ready to run the ball
./dataset/00000377.jpg,the football team is lined up on the field
./dataset/00000378.jpg,a football game is being played on the field
./dataset/00000379.jpg,the football field at the university of michigan
./dataset/00000380.jpg,a football player is about to throw the ball
./dataset/00000381.jpg,a man in a uniform
./dataset/00000382.jpg,the football team is playing on the field
./dataset/00000383.jpg,a group of young men playing a game of football
./dataset/00000384.jpg,a football game is being played on a field
./dataset/00000385.jpg,a football player is running with the ball
./dataset/00000386.jpg,a football player is falling to the ground
./dataset/00000387.jpg,a group of people standing on top of a field
./dataset/00000388.jpg,the football team is getting ready to enter the tunnel
./dataset/00000389.jpg,a group of people standing around a stadium
./dataset/00000390.jpg,a football player is running on the field
./dataset/00000391.jpg,a football game with the ball in the air
./dataset/00000392.jpg,a large crowd of people
./dataset/00000393.jpg,a man running with a football
./dataset/00000394.jpg,a group of people playing soccer on a field
./dataset/00000395.jpg,a crowd of people watching a football game
./dataset/00000396.jpg,a football game with the ball in the air
./dataset/00000397.jpg,a football game with a player holding a football
./dataset/00000398.jpg,a stadium with a field and a blue sky
./dataset/00000399.jpg,a football field
./dataset/00000400.jpg,the girls'soccer team poses for a photo after winning the state championship
./dataset/00000401.jpg,texas stadium football field
./dataset/00000402.jpg,a group of young football players running on a field
./dataset/00000403.jpg,a group of young men playing a game of fr fr fr fr fr fr fr fr fr fr
./dataset/00000404.jpg,a football team is walking on the field
./dataset/00000405.jpg,a football player is running with the ball
./dataset/00000406.jpg,a football game is being played in a stadium
./dataset/00000407.jpg,a football game is being played on a field
./dataset/00000408.jpg,a football player is tackled by a player
./dataset/00000409.jpg,a man running with a football on a field
./dataset/00000410.jpg,a football game
./dataset/00000411.jpg,a man and woman walking on a field
./dataset/00000412.jpg,a soccer stadium
./dataset/00000413.jpg,the football field
./dataset/00000414.jpg,a football game with many people watching
./dataset/00000415.jpg,a football player running with the ball
./dataset/00000416.jpg,the stadium at the super bowl
./dataset/00000417.jpg,a man running on a field
./dataset/00000418.jpg,a football player running with the ball
./dataset/00000419.jpg,a football game is being played on the field
./dataset/00000420.jpg,the chicago bears play against the pittsburgh steelers in the first quarter
./dataset/00000421.jpg,a football player running with the ball
./dataset/00000422.jpg,the football team is playing on the field
./dataset/00000423.jpg,a football player running with the ball
./dataset/00000424.jpg,a football player running with the ball
./dataset/00000425.jpg,the football field at the university of michigan
./dataset/00000426.jpg,a lacrosse game with players on the field
./dataset/00000427.jpg,a football player is running with the ball
./dataset/00000428.jpg,a football game with a player running the ball
./dataset/00000429.jpg,a stadium filled with people
./dataset/00000430.jpg,a group of young men playing soccer on a field
./dataset/00000431.jpg,the view from the upper level of the stadium
./dataset/00000432.jpg,the broncos hud up for a play against the broncos
./dataset/00000433.jpg,a football game is being played on the field
./dataset/00000434.jpg,a football game is being played
./dataset/00000435.jpg,a field with a building in the background
./dataset/00000436.jpg,the football team is standing on the field
./dataset/00000437.jpg,the notre football team running onto the field
./dataset/00000438.jpg,the football field
./dataset/00000439.jpg,a football game with the ball in the air
./dataset/00000440.jpg,a group of people playing football on a field
./dataset/00000441.jpg,the seahawks players are on the field during a game
./dataset/00000442.jpg,a football game with a player running the ball
./dataset/00000443.jpg,a football player running with the ball
./dataset/00000444.jpg,a large stadium
./dataset/00000445.jpg,a football game is being played
./dataset/00000446.jpg,a football player is about to throw the ball
./dataset/00000447.jpg,a football game is being played on the field
./dataset/00000448.jpg,a young boy wearing a helmet and holding a football
./dataset/00000449.jpg,the football field at usc stadium
./dataset/00000450.jpg,a soccer team posing for a picture
./dataset/00000451.jpg,a green field
./dataset/00000452.jpg,a football player is getting ready to throw the ball
./dataset/00000453.jpg,the giants line up for the national anthem
./dataset/00000454.jpg,a football player running on the field
./dataset/00000455.jpg,a man in a uniform
./dataset/00000456.jpg,a boat on the shore
./dataset/00000457.jpg,a group of young children playing football on a field
./dataset/00000458.jpg,a football game with a referee and referee
./dataset/00000459.jpg,a football player running on the field
./dataset/00000460.jpg,a group of cheerleaders
./dataset/00000461.jpg,a group of people standing on a field
./dataset/00000462.jpg,the football team is lined up for the game
./dataset/00000463.jpg,the football field at the university of tennessee
./dataset/00000464.jpg,a football game with a player running the ball
./dataset/00000465.jpg,a football stadium
./dataset/00000466.jpg,a football game
./dataset/00000467.jpg,a group of people playing soccer on a field
./dataset/00000468.jpg,a football game is being played on the field
./dataset/00000469.jpg,a soccer field with a crowd watching
./dataset/00000470.jpg,a football player running with the ball
./dataset/00000471.jpg,a football game with a player running the ball
./dataset/00000472.jpg,a football game is being played on the field
./dataset/00000473.jpg,a football field
./dataset/00000474.jpg,the players are talking to each other players
./dataset/00000475.jpg,the football field at the university of michigan
./dataset/00000476.jpg,a football game with the ball in the air
./dataset/00000477.jpg,a football field
./dataset/00000478.jpg,a group of young men playing a game of lacrosse
./dataset/00000479.jpg,a man wearing a blue shirt
./dataset/00000480.jpg,a man wearing a red hat
./dataset/00000481.jpg,the purdue football team is running on the field
./dataset/00000482.jpg,a group of young men playing football on a field
./dataset/00000483.jpg,a football player is running with the ball
./dataset/00000484.jpg,a football player running with the ball
./dataset/00000485.jpg,the football team is standing on the field
./dataset/00000486.jpg,a football field
./dataset/00000487.jpg,a football team is huddled on the field
./dataset/00000488.jpg,a boy running with a football
./dataset/00000489.jpg,a football player is running with the ball
./dataset/00000490.jpg,a football player running with the ball
./dataset/00000491.jpg,a group of young men playing football on a field
./dataset/00000492.jpg,a football game is being played on the field
./dataset/00000493.jpg,the football team is standing on the field
./dataset/00000494.jpg,a crowd of people standing on a field
./dataset/00000495.jpg,a crowd of people
./dataset/00000496.jpg,the football field at michigan state
./dataset/00000497.jpg,a football game with the ball in the air
./dataset/00000498.jpg,a football game is being played
./dataset/00000499.jpg,a stadium with a red track and a blue sky
./dataset/00000500.jpg,a soccer game is being played in a stadium
./dataset/00000501.jpg,a group of young people playing soccer on a field
./dataset/00000502.jpg,a large field
./dataset/00000503.jpg,two boys in striped uniforms
./dataset/00000504.jpg,a football game is being played on the field
./dataset/00000505.jpg,the players are playing
./dataset/00000506.jpg,a football game with the ball in the air
./dataset/00000507.jpg,the cheerleaders perform before the game
./dataset/00000508.jpg,the ball is in the air
./dataset/00000509.jpg,a soccer field
./dataset/00000510.jpg,the football team is running on the field
./dataset/00000511.jpg,a football game with a player running on the field
./dataset/00000512.jpg,the patriots'defense is a big problem for the patriots
./dataset/00000513.jpg,the baltimore ravens play against the baltimore ravens in the first quarter
./dataset/00000514.jpg,the football team celebrates after winning the championship
./dataset/00000515.jpg,a football game with a player running for the ball
./dataset/00000516.jpg,the chicago bears hu a hut before the game
./dataset/00000517.jpg,a group of people in green jerseys
./dataset/00000518.jpg,a football player running with the ball
./dataset/00000519.jpg,the football field at the university of virginia
./dataset/00000520.jpg,a red track
./dataset/00000521.jpg,a man in a uniform
./dataset/00000522.jpg,a football game
./dataset/00000523.jpg,a group of young men playing a game of football
./dataset/00000524.jpg,a football game is being played on the field
./dataset/00000525.jpg,a football game is being played on the field
./dataset/00000526.jpg,a football player running with the ball
./dataset/00000527.jpg,the washington redskins running the ball during a game
./dataset/00000528.jpg,a football game is being played on the field
./dataset/00000529.jpg,a football player is about to throw the ball
./dataset/00000530.jpg,a group of men playing soccer on a field
./dataset/00000531.jpg,a football game is being played in a stadium
./dataset/00000532.jpg,a football player is running with the ball
./dataset/00000533.jpg,usc football - usc football - usc football
./dataset/00000534.jpg,a football game with a crowd watching
./dataset/00000535.jpg,a football game with players on the field
./dataset/00000536.jpg,a football player is running with the ball
./dataset/00000537.jpg,a football player catching a ball in the air
./dataset/00000538.jpg,a football stadium with a field full of people
./dataset/00000539.jpg,a group of football players standing on a field
./dataset/00000540.jpg,the football field at the university of queensland
./dataset/00000541.jpg,a group of people on a field playing football
./dataset/00000542.jpg,a man kicking a soccer ball on a field
./dataset/00000543.jpg,a football player is running with the ball
./dataset/00000544.jpg,the football field at the university of michigan
./dataset/00000545.jpg,a football game with a player running the ball
./dataset/00000546.jpg,the football team is celebrating
./dataset/00000547.jpg,a football game is being played in a stadium
./dataset/00000548.jpg,the stadium at the home of reading
./dataset/00000549.jpg,a football game with a crowd of people watching
./dataset/00000550.jpg,an aerial view of the new stadium
./dataset/00000551.jpg,the football team is standing on the field
./dataset/00000552.jpg,a football player is throwing a ball
./dataset/00000553.jpg,two boys standing behind a fence
./dataset/00000554.jpg,a football player is about to throw the ball
./dataset/00000555.jpg,a football game with the referee on the sidelines
./dataset/00000556.jpg,a soccer field
./dataset/00000557.jpg,a soccer stadium
./dataset/00000558.jpg,the pittsburgh steelers running the ball during a game
./dataset/00000559.jpg,the football team is celebrating
./dataset/00000560.jpg,the washington redskins mascot is seen in the background as the crowd cheers
./dataset/00000561.jpg,a group of young men playing a game of soccer
./dataset/00000562.jpg,a football game with a player running the ball
./dataset/00000563.jpg,a football game is being played on a field
./dataset/00000564.jpg,the football field at clemson stadium
./dataset/00000565.jpg,the patriots are playing a game in the nfl playoffs
./dataset/00000566.jpg,a group of people posing for a picture
./dataset/00000567.jpg,a football player running with the ball
./dataset/00000568.jpg,the marching team performs at the football game
./dataset/00000569.jpg,the duke band marchesd during the game
./dataset/00000570.jpg,a young boy kicking a soccer ball on a field
./dataset/00000571.jpg,the washington redskins players are lined up for a game
./dataset/00000572.jpg,a field with a soccer field and a soccer goal
./dataset/00000573.jpg,a man and woman standing in a baseball stadium
./dataset/00000574.jpg,the stadium at stanford stadium
./dataset/00000575.jpg,a football game is being played on the field
./dataset/00000576.jpg,a football player is running with the ball
./dataset/00000577.jpg,a football player is trying to block a defender
./dataset/00000578.jpg,a football game is being played on the field
./dataset/00000579.jpg,a football player running with the ball
./dataset/00000580.jpg,a football game is being played on the field
./dataset/00000581.jpg,two football players
./dataset/00000582.jpg,a crowd of people
./dataset/00000583.jpg,a field with a football field and trees
./dataset/00000584.jpg,a man in a uniform
./dataset/00000585.jpg,a young boy running with a football ball
./dataset/00000586.jpg,a group of girls running on a field
./dataset/00000587.jpg,a large crowd of people on a football field
./dataset/00000588.jpg,a football game is being played on a field
./dataset/00000589.jpg,a football game is being played on the field
